200 10000
48 41 218
118 29 753
151 190 628
23 127 318
140 196 45
69 140 282
128 12 771
13 110 859
116 185 990
6 74 712
65 1 245
163 90 813
154 132 391
23 25 631
55 26 401
83 90 279
97 46 176
159 67 980
70 43 995
11 163 952
71 11 361
26 145 440
62 34 898
78 172 561
74 163 157
163 15 603
44 95 34
122 1 860
104 95 376
6 159 784
200 70 561
156 129 713
160 34 840
68 117 892
88 29 494
71 153 786
118 157 927
6 146 842
41 104 336
52 94 410
176 36 96
166 48 576
137 46 702
76 56 105
164 186 573
45 165 22
161 131 550
112 43 924
138 94 967
132 155 327
189 188 681
158 90 695
27 104 300
167 123 237
103 130 756
185 52 55
98 7 569
54 41 336
106 108 841
137 98 870
75 27 362
63 11 171
82 105 904
197 99 801
21 85 336
110 78 704
104 7 976
61 93 962
73 32 762
52 136 523
141 29 108
77 84 504
63 46 356
3 162 45
195 147 682
149 23 86
46 196 177
135 117 961
36 91 72
8 40 751
63 23 57
71 11 447
65 59 361
194 104 427
110 177 318
179 167 176
7 190 355
160 131 638
135 93 811
22 102 681
200 79 10
153 77 723
130 111 345
146 149 896
49 102 621
64 185 852
21 124 281
43 185 611
181 58 141
4 28 369
161 155 942
104 118 578
13 29 228
48 83 159
122 190 89
53 11 348
76 107 904
12 125 663
197 187 75
152 180 868
45 167 500
163 185 268
155 173 898
55 178 49
129 181 581
146 175 55
91 110 943
133 155 673
23 136 394
151 191 639
174 155 843
162 125 541
24 187 387
119 3 843
183 123 603
16 34 766
57 82 810
83 174 453
125 147 332
192 175 937
86 106 380
45 46 801
49 129 470
89 159 297
133 200 591
182 39 415
31 64 368
42 47 882
191 179 809
190 14 129
130 74 786
51 180 300
48 90 741
158 170 237
116 33 360
155 54 466
103 54 692
69 125 458
89 46 151
122 76 313
121 64 906
46 107 15
13 8 537
34 109 425
193 95 830
156 184 688
106 170 404
52 151 727
4 138 262
14 109 90
32 123 969
82 160 626
50 22 846
50 30 628
146 78 313
130 81 220
26 32 443
199 43 607
143 147 376
119 98 813
157 51 428
179 86 277
84 136 685
133 43 348
119 6 16
177 85 971
39 11 121
51 62 493
29 176 645
139 170 861
3 160 107
132 98 625
109 124 202
80 145 904
91 62 833
130 70 86
17 185 880
61 65 276
174 53 265
95 71 814
159 175 146
173 1 736
68 52 81
62 20 859
145 49 212
140 109 945
41 5 874
168 105 948
172 129 573
177 62 509
40 82 749
47 79 891
107 3 292
1 165 493
18 194 829
32 167 255
86 34 466
143 175 388
133 161 138
195 26 407
118 12 244
160 151 180
29 35 978
148 191 37
13 103 952
56 64 926
52 137 669
29 42 504
137 125 111
131 53 120
151 112 786
191 10 744
126 171 37
130 157 784
128 70 921
40 168 159
72 2 497
138 58 296
1 45 605
86 39 563
74 60 129
64 168 655
156 98 466
180 152 927
83 4 225
69 74 886
41 154 75
36 31 598
191 157 877
141 58 605
136 99 146
157 168 536
24 130 240
183 1 721
124 33 538
31 81 723
30 74 988
82 153 131
123 159 304
128 149 225
161 113 386
167 160 468
139 147 844
4 145 80
100 141 737
179 76 283
22 71 584
119 174 555
107 83 559
15 134 970
113 130 566
54 44 350
155 172 729
111 112 687
78 31 571
185 77 433
175 130 170
179 158 662
164 72 209
92 162 193
152 156 682
181 91 281
94 57 421
172 32 974
96 86 632
65 115 984
36 159 73
71 175 167
126 144 641
143 98 763
122 81 24
102 89 825
77 34 855
40 23 829
88 119 275
138 140 814
37 170 884
55 167 276
51 61 1000
89 65 17
47 144 693
7 19 885
153 28 744
67 42 886
92 52 370
73 34 884
173 52 388
183 160 708
76 195 19
198 13 322
146 184 272
33 174 151
155 185 736
167 82 824
192 45 682
153 196 280
26 156 954
95 83 942
42 116 545
88 187 667
101 185 470
199 161 900
134 116 610
195 58 103
94 61 158
184 105 817
138 125 843
7 138 244
88 16 277
142 15 241
59 103 986
173 188 18
20 199 318
67 50 925
186 122 914
41 76 971
135 145 332
32 166 98
103 173 68
93 37 879
151 55 607
166 127 366
187 34 30
54 157 716
197 74 303
125 6 830
109 176 761
49 80 373
97 188 69
24 129 309
111 102 463
45 87 919
85 93 657
163 135 984
28 113 671
29 37 260
158 25 719
105 108 933
147 33 778
107 133 381
151 186 945
93 63 682
27 112 304
128 118 945
116 3 146
96 71 10
5 67 349
66 121 246
119 200 583
3 171 137
185 50 166
149 178 191
16 28 258
150 107 484
192 107 952
134 7 796
33 158 813
43 56 601
10 101 453
187 118 91
150 197 614
84 199 1
141 51 857
186 133 77
177 1 205
134 136 890
16 165 945
20 55 974
108 19 342
145 1 783
73 144 582
166 78 428
182 194 843
76 15 687
129 57 378
85 174 541
97 105 732
97 53 143
185 186 875
144 104 683
170 60 461
99 132 581
29 114 17
181 124 289
148 15 780
33 182 525
43 138 64
150 167 772
166 193 744
172 153 221
78 174 821
125 188 750
165 87 879
148 89 843
145 15 988
11 121 550
70 68 151
91 52 21
177 98 271
48 21 235
29 26 427
22 154 585
98 52 639
166 151 560
38 63 496
115 128 78
181 123 351
184 149 623
114 96 827
135 109 48
36 28 88
162 96 855
68 80 208
114 154 730
68 132 587
165 3 243
121 124 986
162 84 13
192 75 337
131 189 855
161 182 141
190 7 934
132 38 983
26 94 741
168 28 619
50 134 278
192 87 723
114 117 585
94 121 372
109 73 698
24 128 406
192 106 806
146 80 438
121 32 68
7 84 915
62 181 982
102 26 114
132 195 214
120 75 740
61 177 852
25 184 74
122 135 296
74 72 337
180 131 466
148 116 96
18 127 51
170 70 877
72 64 771
75 111 878
35 49 903
14 126 346
164 95 340
11 132 456
89 139 625
34 4 793
138 123 336
135 178 593
9 76 85
181 180 98
175 79 245
93 23 841
151 124 355
169 182 124
1 90 301
83 53 390
186 35 118
152 11 12
172 157 692
82 107 213
38 53 504
18 92 340
101 7 93
109 199 673
123 155 45
12 39 118
181 97 540
165 1 785
5 126 749
64 8 868
113 189 251
89 158 357
8 190 780
33 159 322
134 140 85
10 90 365
182 62 928
147 51 758
143 6 860
99 108 70
29 89 221
15 67 212
6 165 306
22 118 94
7 37 789
86 107 754
158 154 584
138 124 254
193 12 944
49 122 698
54 187 354
159 110 113
186 129 436
192 126 7
13 135 361
4 79 19
84 105 934
79 161 172
164 26 11
164 49 385
156 157 682
181 13 339
178 24 809
119 191 988
117 85 936
31 120 370
175 91 952
117 132 399
15 90 47
133 38 224
29 191 785
72 30 669
136 114 911
189 91 102
194 24 857
31 27 130
114 24 542
189 87 40
199 127 807
94 136 413
171 9 241
38 118 421
84 194 578
19 25 487
40 89 647
139 140 808
153 12 47
34 67 371
30 191 370
129 120 6
123 110 64
109 191 416
58 42 711
60 80 406
122 81 576
161 30 950
73 22 445
54 114 813
175 8 917
119 20 436
155 123 590
163 1 401
87 45 475
58 191 523
117 24 899
112 28 547
27 136 855
192 106 389
93 148 191
94 145 567
34 134 192
54 155 306
73 19 602
181 36 134
17 72 191
57 116 453
175 30 330
106 149 974
21 164 651
141 97 552
31 44 549
6 191 278
143 31 26
168 50 629
111 198 95
11 56 187
155 111 28
77 43 626
5 66 290
161 183 514
12 103 735
89 123 937
85 29 442
200 57 257
191 49 189
96 136 355
99 22 396
167 16 542
108 148 458
163 31 601
31 108 724
43 137 291
185 95 733
104 54 547
139 196 697
147 159 672
121 123 623
182 46 17
96 131 652
162 96 422
124 84 874
25 54 617
63 24 919
170 153 617
91 65 542
165 175 298
119 96 752
138 133 438
155 71 307
102 59 527
189 165 54
159 84 613
137 42 915
16 187 87
139 17 531
145 186 973
99 147 338
152 130 871
150 34 464
21 139 685
40 178 787
110 182 413
80 81 863
40 132 144
64 119 293
56 138 241
63 14 533
200 145 497
47 38 221
166 8 799
91 174 61
20 29 851
129 75 139
73 153 411
132 150 813
36 61 648
168 139 190
133 19 485
175 129 311
161 76 675
51 13 418
10 173 863
57 30 659
154 134 221
89 167 738
60 191 862
62 27 67
17 15 321
93 121 268
149 1 680
170 5 804
55 61 439
48 188 398
120 24 609
36 83 316
19 129 875
26 11 49
53 184 987
87 149 53
8 114 673
79 167 900
122 119 718
67 6 178
179 123 962
62 66 681
52 25 959
89 104 805
189 102 907
46 57 483
29 194 996
162 177 50
176 104 669
82 57 496
179 110 12
71 104 870
164 98 521
49 155 782
150 132 481
132 143 297
44 17 437
81 32 607
110 19 893
190 177 242
68 132 301
46 51 91
94 44 115
18 101 392
119 187 875
106 139 369
105 92 310
145 197 840
197 53 386
51 88 49
56 28 817
177 89 605
29 23 251
15 125 529
110 146 647
54 2 94
20 198 771
83 94 978
149 49 867
32 156 819
25 39 839
83 159 94
43 34 642
121 153 340
91 95 272
71 86 113
167 12 55
198 91 816
94 3 991
7 20 638
61 95 189
64 162 923
81 51 43
103 49 92
140 79 536
102 61 922
43 58 51
152 111 434
155 131 745
98 130 107
191 123 425
80 14 597
183 4 88
8 15 27
125 94 798
70 167 618
129 12 60
97 27 470
119 69 704
119 53 568
144 190 240
78 137 926
69 120 808
140 149 445
91 41 448
172 132 631
59 80 419
143 18 687
185 67 217
82 132 448
150 43 67
142 67 249
89 123 196
182 72 755
136 154 848
70 44 323
46 82 53
188 11 278
21 156 935
29 43 128
14 82 678
3 15 186
61 136 506
125 36 806
158 67 263
92 70 596
176 189 516
189 166 411
144 189 524
83 119 530
37 123 599
153 169 61
74 187 952
71 145 763
38 12 67
179 8 78
103 135 915
50 125 937
197 21 575
186 54 906
178 108 302
107 182 615
7 52 876
34 116 705
46 160 87
37 169 972
179 87 82
49 174 472
180 13 809
178 18 564
197 141 550
132 124 398
120 35 639
197 196 608
118 7 665
88 118 558
69 111 350
160 19 785
49 182 737
200 136 973
99 54 475
10 121 18
86 56 957
156 134 933
66 50 440
59 166 987
185 6 848
90 162 511
62 68 930
81 112 610
3 109 304
93 191 854
175 183 405
161 175 15
19 44 876
177 188 738
40 92 9
115 16 498
196 70 532
84 178 675
143 139 586
76 124 24
106 86 296
180 39 638
184 181 9
183 101 609
32 118 942
65 23 456
155 106 687
11 47 575
111 56 619
34 186 456
195 139 66
32 25 643
82 126 764
59 54 914
156 59 737
106 11 561
159 156 383
76 194 226
137 170 931
125 183 781
110 178 372
80 171 200
135 73 328
88 185 1
161 157 702
196 144 45
3 131 880
173 112 695
142 30 301
159 130 975
57 125 721
130 30 858
43 34 759
167 26 143
25 90 669
73 82 224
131 105 784
176 40 5
168 148 721
112 193 912
153 32 209
49 1 648
163 145 436
28 143 840
143 3 711
105 120 81
186 178 127
14 63 278
175 19 360
34 42 490
20 150 949
21 64 554
31 123 994
16 138 661
174 70 534
52 154 899
131 69 89
141 119 246
120 110 393
79 182 158
122 14 649
20 44 365
180 50 488
139 144 115
82 67 760
26 190 664
187 2 188
42 114 546
62 28 784
79 76 968
154 160 371
112 1 230
5 175 913
80 133 523
105 135 637
27 49 686
157 41 577
106 185 981
147 184 375
98 67 491
131 179 883
123 131 562
142 84 408
92 110 793
118 61 128
109 196 336
11 180 91
115 106 154
105 183 571
43 7 602
88 122 165
119 129 496
63 169 738
162 139 491
110 93 692
157 23 614
4 87 939
107 111 163
140 103 169
87 135 855
199 155 838
130 118 799
130 123 394
36 142 12
33 182 890
35 158 706
27 199 157
143 192 311
90 160 279
133 94 617
147 109 630
34 161 282
109 133 134
141 181 947
119 125 87
117 10 890
185 96 162
83 110 164
1 105 234
87 200 5
175 120 993
33 72 363
176 78 644
41 150 711
108 10 65
133 82 613
183 89 807
159 5 148
122 22 940
25 99 596
8 91 745
79 144 603
50 84 550
104 43 142
62 199 670
6 92 432
28 42 264
181 93 483
94 196 553
110 99 98
104 56 833
124 134 724
95 154 231
115 82 368
166 190 883
73 152 518
121 186 927
178 31 116
162 13 7
75 66 855
68 43 192
45 30 715
50 21 110
150 111 852
72 116 512
144 177 402
52 54 874
37 74 40
24 45 32
113 171 670
157 62 643
69 145 337
149 60 219
77 48 319
200 170 444
163 98 555
197 111 775
114 58 888
21 74 542
106 27 816
42 188 65
151 53 747
67 7 773
21 157 117
5 37 21
46 38 803
8 94 649
124 167 439
65 36 126
7 182 138
140 24 486
51 185 423
120 86 657
124 60 668
171 27 309
151 54 7
31 97 321
130 187 405
43 1 761
87 199 418
176 155 164
9 192 534
125 134 138
142 37 993
104 155 768
129 133 844
56 191 721
67 37 795
194 181 799
28 23 600
40 113 567
90 200 639
115 35 851
125 180 570
40 55 719
88 96 411
30 66 408
31 200 964
13 89 903
76 32 217
80 136 638
32 47 535
33 37 421
131 63 721
167 36 483
2 142 299
120 100 277
78 11 74
165 177 569
34 61 825
69 139 222
148 129 799
87 164 567
174 192 960
144 128 484
68 92 21
59 120 547
1 147 719
173 182 39
151 68 739
157 40 540
40 127 908
179 22 30
54 143 812
81 28 296
49 106 175
94 74 576
191 106 694
197 187 581
21 90 647
51 3 703
175 93 15
77 101 11
77 153 788
153 151 166
9 103 364
64 195 786
194 174 561
15 16 634
91 116 364
50 37 821
156 184 774
21 138 605
1 32 339
17 144 699
27 175 694
147 12 223
74 16 830
90 95 104
120 14 61
108 112 265
130 82 303
85 88 83
71 51 312
57 143 139
115 106 261
124 143 112
189 153 167
114 162 19
42 85 632
11 57 279
121 95 391
110 22 807
32 178 27
154 176 194
48 161 520
186 27 613
76 136 49
96 151 388
6 142 136
5 131 737
26 89 538
193 52 602
149 80 173
119 177 181
43 96 339
82 94 353
100 66 260
162 65 767
78 108 444
188 48 884
19 199 876
1 171 672
6 117 253
38 145 385
133 101 525
109 7 113
2 140 58
130 151 752
88 59 83
96 136 461
74 110 625
83 117 800
170 192 932
9 145 43
61 42 670
58 169 846
173 77 795
22 191 201
142 16 98
81 1 388
71 59 846
46 48 986
20 137 972
56 172 380
50 64 482
32 187 246
91 130 498
190 154 11
199 89 240
80 121 173
149 136 909
97 131 735
160 36 940
177 120 710
199 45 940
19 156 416
74 73 731
129 171 773
30 4 39
133 48 802
109 10 563
97 62 323
144 2 475
56 110 7
134 83 974
71 21 426
53 75 165
78 46 634
133 112 5
83 70 412
38 74 925
188 91 101
66 67 42
7 131 807
19 97 687
15 37 724
112 54 236
196 2 955
117 199 889
48 146 2
79 123 816
121 52 331
143 150 529
35 51 489
148 98 617
31 109 838
198 37 485
27 135 152
153 149 307
50 127 765
186 197 258
105 155 918
54 64 658
129 19 756
159 142 599
139 193 140
50 23 803
49 90 717
173 130 447
95 152 876
169 126 68
103 159 670
112 172 590
54 153 623
152 47 67
5 22 703
184 163 623
192 125 689
198 84 428
139 121 950
61 187 95
27 182 709
119 92 32
191 95 15
5 14 23
141 170 873
52 138 650
82 124 106
170 132 198
174 171 14
36 48 253
117 9 710
89 126 364
161 44 898
71 101 826
132 144 1
132 189 436
31 8 417
59 160 430
157 146 799
91 138 290
141 138 72
65 4 192
151 140 291
61 44 90
109 3 74
137 52 42
20 128 887
69 5 283
137 83 383
55 19 681
55 175 490
32 148 141
4 119 417
142 93 627
137 99 428
50 10 336
190 59 187
126 181 5
181 123 695
181 1 495
107 45 905
180 166 727
92 51 726
99 164 779
133 168 780
5 185 558
160 27 617
129 138 910
98 57 229
95 166 792
122 59 243
195 52 832
23 44 743
107 116 726
18 180 978
25 106 231
11 143 416
187 152 412
165 100 407
24 98 159
183 56 858
180 39 731
126 53 485
30 63 485
36 165 298
14 52 716
42 30 926
76 129 803
71 87 505
40 141 253
25 171 316
171 57 418
91 23 888
12 26 735
77 13 20
91 169 84
29 50 110
103 120 773
14 131 689
10 80 944
79 153 285
72 4 35
18 71 965
24 88 494
51 89 172
149 34 475
55 23 779
46 120 894
101 91 307
36 96 248
31 157 765
2 40 66
128 194 199
14 31 941
162 30 62
76 58 539
161 146 673
148 180 752
191 17 720
148 42 556
44 181 687
158 189 234
28 194 747
26 172 500
16 19 382
199 32 340
8 162 83
142 28 639
57 23 888
36 165 963
124 101 987
173 58 761
199 93 964
176 175 832
44 137 301
163 10 33
40 57 834
140 192 306
118 157 502
198 24 185
161 146 73
74 138 49
183 191 647
87 154 198
88 176 373
76 167 87
102 36 271
95 79 928
32 162 947
146 42 773
145 16 612
24 61 321
192 47 685
32 93 744
175 177 865
76 67 961
18 62 65
1 165 503
61 27 846
157 176 263
173 132 836
112 17 700
80 123 872
57 168 150
164 58 452
75 105 323
2 109 963
10 111 584
23 78 911
56 75 911
152 55 546
132 157 269
158 182 584
63 25 413
15 127 281
46 115 795
133 49 12
4 39 985
174 112 571
68 57 994
138 23 520
162 115 496
11 165 179
118 189 288
58 23 308
108 194 793
162 50 662
190 81 846
133 76 986
57 53 612
33 21 784
17 89 430
162 75 836
15 127 724
79 40 594
41 30 556
111 189 125
106 125 462
35 55 100
177 171 375
101 63 456
197 48 493
19 36 424
194 103 79
77 165 152
51 58 673
78 169 240
126 195 550
168 117 913
185 52 884
161 136 94
128 199 413
91 86 447
42 155 882
146 156 950
165 164 982
63 26 776
107 29 598
198 47 8
111 30 892
58 115 687
149 53 286
164 159 76
29 136 646
35 94 434
172 59 809
99 57 435
188 157 292
195 70 530
170 106 788
139 122 826
117 175 877
80 91 396
170 174 442
35 105 309
118 60 591
42 118 335
136 79 797
121 25 554
84 181 702
186 92 193
2 66 89
123 166 215
187 65 986
188 119 752
75 164 370
181 73 16
125 184 152
119 95 20
129 20 331
50 199 46
129 158 936
14 152 460
60 171 855
157 36 760
57 181 662
12 38 486
148 36 301
76 184 338
107 161 60
1 160 187
47 182 172
52 94 429
179 56 294
116 196 359
118 53 343
101 55 870
98 190 676
41 168 503
99 131 68
84 195 717
69 43 372
150 6 202
16 176 27
22 28 219
111 114 356
126 123 777
51 96 338
96 121 811
81 183 117
181 8 804
118 27 345
192 96 330
42 161 509
60 53 36
153 91 209
7 16 627
195 169 579
39 100 661
163 194 255
76 176 701
126 133 853
72 39 524
118 140 358
88 110 471
128 46 401
79 198 823
54 137 942
168 159 91
67 29 576
67 148 507
119 40 532
149 23 96
81 118 535
74 64 432
174 32 573
72 7 449
166 89 248
193 68 578
139 34 359
149 56 787
133 130 362
197 122 885
184 132 506
117 21 79
41 186 370
169 72 530
14 66 507
2 165 244
128 94 56
126 186 976
20 48 861
120 90 830
194 36 997
191 7 563
19 114 641
80 166 908
151 24 29
159 199 609
73 171 482
96 19 126
14 71 458
78 170 450
105 190 902
56 122 141
30 200 662
115 127 158
150 54 934
90 134 191
129 92 355
164 117 920
171 4 793
30 127 625
182 104 983
196 10 51
192 152 503
24 75 161
28 16 137
111 179 851
81 179 533
14 135 959
63 68 221
88 103 393
119 104 503
42 116 820
162 33 988
30 196 696
41 26 410
158 1 904
81 136 399
193 33 835
172 81 434
174 46 901
82 144 572
26 180 320
127 86 865
41 26 474
80 167 868
97 68 920
198 43 593
155 29 206
9 183 414
21 199 14
107 160 872
46 10 321
60 22 195
8 32 944
180 2 142
137 99 349
76 165 712
81 96 690
14 67 404
58 39 351
61 95 705
130 171 578
62 198 160
147 149 830
69 17 396
176 56 428
110 142 173
130 55 905
40 181 224
199 113 434
99 150 512
82 191 913
130 157 83
63 118 282
171 74 382
11 173 435
36 123 244
197 46 399
1 31 890
56 48 299
155 86 982
200 60 740
123 61 354
25 104 8
105 113 329
110 145 341
97 77 689
18 178 812
126 90 940
15 2 190
51 182 569
29 174 9
36 165 252
139 35 178
183 139 940
123 18 270
54 182 8
15 135 72
76 51 145
12 160 116
54 85 734
58 26 373
71 12 868
150 38 269
148 69 290
130 83 746
159 21 809
90 56 84
139 88 867
113 115 835
115 110 681
61 160 657
144 23 802
52 192 875
20 173 290
71 180 425
40 19 932
159 98 831
78 143 322
146 106 751
33 29 167
140 89 343
112 59 83
131 170 909
46 190 319
191 137 446
110 94 242
58 21 567
148 8 192
191 176 779
73 180 816
126 149 15
20 142 614
153 127 442
31 144 933
13 53 147
55 174 390
87 160 824
174 138 929
150 39 265
155 147 539
22 162 17
110 38 425
57 74 96
24 103 285
126 17 702
161 182 316
199 165 952
93 159 120
42 151 143
25 149 216
39 88 937
162 17 626
152 198 244
1 146 432
60 149 329
54 4 59
38 190 189
185 122 426
28 127 319
147 194 784
86 172 777
141 88 181
110 71 404
179 72 332
56 185 995
63 23 228
116 52 333
41 84 767
92 76 987
75 120 141
70 166 46
59 112 294
181 10 200
50 7 753
143 15 852
67 142 658
82 123 526
91 24 508
106 11 914
9 159 197
18 150 444
169 45 929
147 26 256
132 67 917
101 40 447
194 25 984
53 99 876
173 28 771
174 57 634
88 44 6
7 81 979
162 155 725
20 200 687
187 171 530
88 33 651
169 65 269
18 28 202
151 62 703
153 85 696
27 5 563
12 3 535
119 13 846
6 59 311
45 164 121
152 12 864
74 19 356
41 126 498
88 2 540
173 61 567
183 95 758
179 11 543
84 188 523
27 151 988
117 171 495
4 9 517
36 173 894
37 137 689
149 158 954
176 102 530
195 78 987
88 128 375
34 159 496
76 128 532
39 47 86
175 9 421
115 15 742
72 138 921
86 174 415
5 199 457
148 164 410
30 117 7
107 30 207
186 129 365
105 36 25
55 186 636
76 187 53
67 73 388
91 187 851
173 112 545
138 16 696
66 10 341
10 71 937
48 116 560
187 171 604
103 146 526
51 64 779
33 34 495
135 105 459
200 22 781
12 64 562
121 116 937
40 93 598
5 128 118
175 26 546
75 195 943
56 52 319
132 142 78
62 84 20
44 126 852
108 160 227
98 180 968
63 52 266
116 45 536
151 131 406
150 108 538
16 172 867
200 122 833
153 131 107
129 133 106
125 160 413
59 50 566
46 83 485
71 96 17
73 37 443
151 67 667
43 139 126
178 53 752
197 11 242
113 92 307
44 186 802
6 151 313
94 65 354
199 174 990
93 154 549
97 10 540
73 16 155
168 174 194
144 168 653
130 145 405
178 37 754
125 71 307
150 145 243
24 132 725
193 87 431
178 200 301
112 157 522
56 41 895
171 130 527
6 28 687
76 75 132
95 107 848
113 116 167
191 122 254
167 168 552
114 74 775
198 195 760
80 67 685
198 6 549
179 145 744
105 5 575
86 77 895
9 79 769
83 172 514
180 145 231
186 87 289
167 43 698
174 161 739
137 92 953
12 158 39
194 59 471
67 1 9
136 52 116
135 26 147
162 137 853
65 112 302
72 20 42
154 177 979
158 12 174
132 90 463
59 75 328
38 136 919
9 64 552
7 43 58
177 126 603
58 111 541
42 57 397
108 161 7
169 200 920
187 160 278
62 126 983
194 70 996
141 53 314
1 86 724
59 39 823
102 196 194
16 8 810
54 90 134
35 27 506
53 109 788
91 52 597
194 4 567
62 61 374
175 66 487
162 179 401
74 46 564
187 68 653
17 59 495
175 11 279
179 25 766
67 39 97
132 84 103
78 42 394
32 172 102
10 105 33
58 45 55
49 179 829
191 128 751
22 57 520
158 85 587
21 5 642
58 190 123
61 197 190
82 188 48
59 2 875
172 166 683
102 164 171
152 198 930
14 188 94
54 160 793
179 85 252
52 76 792
22 196 410
76 67 950
58 16 653
162 182 373
114 26 459
159 158 894
146 108 430
194 170 976
55 95 543
60 49 759
16 10 696
2 91 19
39 17 816
79 101 539
46 148 790
78 140 790
69 168 132
69 102 740
66 71 883
176 24 831
36 75 465
97 74 520
22 107 589
23 54 331
61 11 123
136 70 153
160 29 838
125 70 66
37 132 92
171 84 797
74 186 230
147 164 145
88 17 535
187 88 884
13 177 523
52 70 362
153 1 450
9 45 727
194 43 424
143 194 131
43 121 390
166 21 78
177 59 623
66 118 173
75 196 1000
112 120 428
123 74 101
27 191 294
197 22 437
147 107 329
55 122 148
42 27 764
65 126 40
85 126 935
164 154 775
112 87 198
99 133 759
191 172 340
21 127 449
79 72 782
83 105 86
39 50 642
106 101 593
8 195 827
52 191 673
69 156 78
120 81 774
143 115 76
31 76 158
38 111 932
86 20 115
111 43 955
65 56 283
80 189 603
87 178 300
191 75 451
161 62 589
46 96 969
15 137 458
91 11 504
67 153 138
191 160 491
80 149 518
195 72 799
70 6 627
24 122 137
20 100 135
163 46 716
63 155 183
140 32 575
111 116 808
125 182 294
92 176 649
100 151 506
36 99 479
34 147 796
52 62 937
151 132 275
115 165 307
152 120 757
149 160 598
134 125 337
147 143 640
194 148 616
69 22 604
32 189 199
194 13 400
185 195 734
67 72 350
170 152 712
191 108 820
109 33 140
189 99 320
135 114 447
115 119 132
99 162 524
52 131 806
92 96 771
101 193 529
130 182 180
98 153 762
113 66 419
51 53 268
116 144 512
155 77 399
154 99 430
160 67 233
4 7 297
15 138 280
72 84 79
76 125 870
138 190 517
127 185 718
48 4 498
98 142 454
39 58 68
147 130 498
190 156 814
10 1 251
161 81 142
101 188 383
74 25 333
154 25 711
63 182 623
25 45 775
76 124 480
107 170 491
22 98 370
151 136 424
130 83 531
90 166 776
126 129 42
151 15 466
91 123 319
91 72 994
192 82 535
56 9 272
97 10 789
63 131 896
63 22 413
50 131 632
167 25 711
18 50 844
141 38 117
30 138 202
155 62 48
169 130 343
91 47 938
158 182 906
147 174 354
70 118 119
70 173 966
25 159 171
153 116 103
11 135 517
83 107 26
171 77 634
5 83 523
149 166 240
53 16 337
105 50 138
123 7 550
39 193 529
113 13 159
32 44 541
104 6 773
174 124 809
5 142 579
181 3 565
182 197 708
112 147 481
61 106 930
140 49 58
67 193 344
186 133 299
12 10 522
62 167 150
14 40 318
120 199 262
102 25 386
141 132 413
196 86 960
72 20 293
74 193 419
162 111 275
187 11 389
89 1 34
73 10 172
107 9 369
2 152 618
67 47 272
126 45 615
61 160 429
89 17 289
6 146 38
65 23 829
10 161 780
189 103 481
112 188 834
7 152 229
87 179 310
94 134 361
116 165 672
124 73 231
111 46 721
173 84 217
92 154 106
19 175 459
49 138 940
150 174 714
10 25 304
115 18 753
70 118 319
151 153 736
176 76 761
43 6 142
17 115 207
26 111 577
123 32 273
187 9 43
3 156 430
39 120 59
97 195 731
174 182 718
160 157 315
92 17 701
130 172 402
77 87 815
79 72 764
185 127 317
122 177 649
19 62 498
194 127 689
110 3 651
159 63 569
17 179 614
133 194 238
86 166 979
32 106 23
88 75 342
16 185 272
178 145 666
153 60 603
33 35 631
14 96 494
165 43 647
58 45 297
139 12 922
9 116 580
145 126 729
130 129 771
178 95 338
117 28 314
195 129 883
185 141 692
4 92 542
122 187 453
1 45 428
124 52 640
120 65 908
33 22 806
152 195 125
13 44 241
168 9 614
113 63 426
113 192 917
23 34 382
154 57 529
128 174 742
23 37 147
10 34 532
47 36 459
164 94 758
21 43 890
7 68 35
108 13 719
95 87 741
55 69 511
23 50 631
80 120 308
37 27 431
146 198 2
145 60 98
3 175 419
31 84 967
100 36 571
149 139 812
176 172 214
113 86 722
156 25 646
61 158 397
44 167 260
138 88 900
147 19 974
106 167 594
166 86 697
9 158 443
116 115 871
25 188 524
119 181 229
34 3 790
42 9 246
170 61 745
25 79 973
181 149 328
71 183 491
42 187 674
130 111 610
107 92 891
35 80 537
80 1 652
58 108 845
121 103 777
99 65 650
197 148 646
42 127 642
80 43 926
176 99 737
48 25 699
145 191 933
120 28 472
56 4 474
10 58 269
85 140 915
36 60 163
30 59 705
134 19 458
11 27 539
15 196 268
143 122 632
153 111 693
7 79 372
132 7 880
28 40 209
7 135 579
62 22 79
66 29 458
139 52 30
111 94 612
107 6 862
58 54 702
57 89 639
79 64 391
133 31 232
105 41 42
180 70 384
153 61 758
177 131 724
104 175 456
34 170 247
45 190 502
136 132 5
110 172 948
35 28 819
22 149 845
138 68 431
67 5 737
177 103 378
14 136 231
96 151 64
188 42 546
51 108 911
34 127 957
107 192 320
53 137 484
57 69 642
76 188 500
178 5 676
199 148 556
104 159 176
15 194 678
133 7 248
101 39 254
180 57 37
138 166 50
106 70 547
36 85 624
78 54 559
167 32 116
166 57 681
152 23 610
177 36 718
61 98 524
134 10 491
69 18 268
61 79 297
105 113 437
119 28 337
12 27 854
171 68 235
159 152 227
34 94 704
166 191 958
81 129 39
56 12 63
129 47 238
119 127 769
117 181 714
174 59 392
95 46 363
38 149 619
55 29 442
130 194 311
136 195 536
33 104 711
76 160 429
127 193 801
129 95 973
6 137 281
72 70 460
193 2 628
10 11 511
71 79 234
117 97 320
11 65 265
142 72 452
156 176 802
127 143 730
79 161 224
71 18 734
96 28 614
